"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"186","20001, Northwest Washington, Washington","177","6000 Clay Street Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1558,1142,2124
"186","20001, Northwest Washington, Washington","178","3100 Chancellor's Way Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",971,701,1343
"186","20001, Northwest Washington, Washington","179","1500 Kearny Street Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1170,871,1571
"186","20001, Northwest Washington, Washington","180","5100 39th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1518,1176,1958
"186","20001, Northwest Washington, Washington","181","400 Butternut Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1561,1196,2036
"186","20001, Northwest Washington, Washington","182","3600 Alton Place Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1344,1034,1745
"186","20001, Northwest Washington, Washington","183","3300 6th Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1254,891,1763
"186","20001, Northwest Washington, Washington","184","700 Fern Place Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1597,1253,2035
"186","20001, Northwest Washington, Washington","185","700 Quackenbos Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1557,1202,2015
"186","20001, Northwest Washington, Washington","186","20001, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",209,102,425
"186","20001, Northwest Washington, Washington","187","1600 13th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",475,325,693
"186","20001, Northwest Washington, Washington","188","4200 Martin Luther King Junior Avenue Southwest, Southwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",895,630,1270
"186","20001, Northwest Washington, Washington","189","100 Wilmington Place Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1057,747,1494
"186","20001, Northwest Washington, Washington","190","900 M Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",223,82,602
"186","20001, Northwest Washington, Washington","191","1300 Gallatin Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1314,1002,1721
"186","20001, Northwest Washington, Washington","192","5400 8th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1399,1064,1838
"186","20001, Northwest Washington, Washington","193","3500 13th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1039,774,1393
"186","20001, Northwest Washington, Washington","194","700 Lamont Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",910,663,1247
"186","20001, Northwest Washington, Washington","195","500 Lamont Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",919,653,1292
"186","20001, Northwest Washington, Washington","196","2400 5th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",611,416,895
"186","20001, Northwest Washington, Washington","197","2400 Sherman Avenue Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",699,492,991
"186","20001, Northwest Washington, Washington","198","0 Peluca Alley, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",757,536,1068
"186","20001, Northwest Washington, Washington","199","1700 Kalorama Road Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",838,593,1182
"186","20001, Northwest Washington, Washington","200","2400 20th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",834,601,1157
"186","20001, Northwest Washington, Washington","201","1800 California Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",821,589,1143
"186","20001, Northwest Washington, Washington","202","1300 Talbert Terrace Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1005,707,1426
"186","20001, Northwest Washington, Washington","203","1100 Connecticut Avenue Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",484,312,750
"186","20001, Northwest Washington, Washington","204","Rafik B. Hariri Building, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1099,782,1544
"186","20001, Northwest Washington, Washington","205","4000 Highwood Court Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1272,958,1687
"186","20001, Northwest Washington, Washington","206","0 Observatory Circle Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1023,757,1380
"186","20001, Northwest Washington, Washington","207","4300 Ivymount Court, Annandale","1/1/2018 - 1/31/2018, Every day, Daily Average",1548,1129,2121
"186","20001, Northwest Washington, Washington","208","2800 Cathedral Avenue Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1034,770,1387
"186","20001, Northwest Washington, Washington","209","1200 U Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",582,409,826
"186","20001, Northwest Washington, Washington","210","1400 1st Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",522,322,844
"186","20001, Northwest Washington, Washington","211","1200 5th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",251,106,589
"186","20001, Northwest Washington, Washington","212","800 Howard Road Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",709,474,1060
"186","20001, Northwest Washington, Washington","213","2000 Savannah Terrace Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1070,739,1549
"186","20001, Northwest Washington, Washington","214","3200 Highland Place Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1186,894,1571
"186","20001, Northwest Washington, Washington","215","3800 Klingle Place Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1153,866,1534
"186","20001, Northwest Washington, Washington","216","2600 39th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1283,955,1723
"186","20001, Northwest Washington, Washington","217","1500 Tobias Drive Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",962,653,1415
"186","20001, Northwest Washington, Washington","218","1700 Kenyon Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1037,763,1409
"186","20001, Northwest Washington, Washington","219","Groff Court Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",588,412,837
"186","20001, Northwest Washington, Washington","220","1400 Mississippi Avenue Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1315,934,1850
"186","20001, Northwest Washington, Washington","221","1400 18th Place Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",648,428,979
"186","20001, Northwest Washington, Washington","222","900 26th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",714,509,1000
"186","20001, Northwest Washington, Washington","223","400 3rd Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",235,107,511
"186","20001, Northwest Washington, Washington","224","2400 Wagner Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1234,867,1755
"186","20001, Northwest Washington, Washington","225","2200 Chester Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",983,665,1452
"186","20001, Northwest Washington, Washington","226","2800 Upton Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1205,907,1599
"186","20001, Northwest Washington, Washington","227","2500 Pomeroy Road Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1070,756,1512
"186","20001, Northwest Washington, Washington","228","1200 24th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",681,480,966
"186","20001, Northwest Washington, Washington","229","3900 Clay Place Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1346,1012,1788
"186","20001, Northwest Washington, Washington","230","0 Olmsted Walk, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",922,679,1251
"186","20001, Northwest Washington, Washington","231","4300 Russell Avenue, Mount Rainier","1/1/2018 - 1/31/2018, Every day, Daily Average",1418,1097,1831
"186","20001, Northwest Washington, Washington","232","5100 Rockwood Parkway Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1389,1060,1819
"186","20001, Northwest Washington, Washington","233","600 10th Street Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",796,579,1094
"186","20001, Northwest Washington, Washington","234","0 Discovery Communications, Discovery Place, Downtown Silver Spring, Silver Spring","1/1/2018 - 1/31/2018, Every day, Daily Average",1862,1485,2333
"186","20001, Northwest Washington, Washington","235","600 Anacostia Avenue Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",918,644,1307
"186","20001, Northwest Washington, Washington","236","0 Cleveland Avenue, Takoma Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1814,1427,2304
"186","20001, Northwest Washington, Washington","237","1400 Montague Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1403,1082,1818
"186","20001, Northwest Washington, Washington","238","3100 Erie Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1192,839,1692
"186","20001, Northwest Washington, Washington","239","5400 30th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1553,1229,1961
"186","20001, Northwest Washington, Washington","240","1500 17th Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",493,319,761
"186","20001, Northwest Washington, Washington","241","3900 Massachusetts Avenue Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1169,820,1666
"186","20001, Northwest Washington, Washington","242","5400 Duvall Drive, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1589,1228,2054
"186","20001, Northwest Washington, Washington","243","1400 Anacostia Avenue Northeast, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1042,721,1505
"186","20001, Northwest Washington, Washington","244","1300 South Hayes Street, Aurora Highlands, Arlington","1/1/2018 - 1/31/2018, Every day, Daily Average",667,462,962
"186","20001, Northwest Washington, Washington","245","3300 M Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",998,711,1399
"186","20001, Northwest Washington, Washington","246","Anacostia Riverwalk Trail, Northeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1147,824,1594
"186","20001, Northwest Washington, Washington","247","5700 Marlboro Pike, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1506,1092,2076
"186","20001, Northwest Washington, Washington","248","2300 California Street Northwest, Northwest Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",801,582,1101
"186","20001, Northwest Washington, Washington","249","3400 N Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",998,685,1453
"186","20001, Northwest Washington, Washington","250","3000 Oxon Park Street, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1229,855,1765
"186","20001, Northwest Washington, Washington","251","2900 Park Drive Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",925,620,1379
"186","20001, Northwest Washington, Washington","252","1900 23rd Street Southeast, Southeast Washington, Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1074,742,1554
"186","20001, Northwest Washington, Washington","253","7200 Arrowhead Drive, Upper Marlboro","1/1/2018 - 1/31/2018, Every day, Daily Average",2015,1494,2715
"186","20001, Northwest Washington, Washington","254","7700 Greentree Road, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1591,1238,2044
"186","20001, Northwest Washington, Washington","255","4800 Del Ray Avenue, Woodmont Triangle, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",2055,1671,2527
"186","20001, Northwest Washington, Washington","256","6900 Arlington Road, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1850,1497,2285
"186","20001, Northwest Washington, Washington","257","7700 Wisconsin Avenue, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1974,1609,2420
"186","20001, Northwest Washington, Washington","259","6600 Peaceful Street, Clinton","1/1/2018 - 1/31/2018, Every day, Daily Average",1870,1398,2500
"186","20001, Northwest Washington, Washington","260","1900 Addison Road South, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1792,1380,2326
"186","20001, Northwest Washington, Washington","261","8400 Temple Hill Road, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",2232,1623,3068
"186","20001, Northwest Washington, Washington","262","6900 Ames Street, Morningside","1/1/2018 - 1/31/2018, Every day, Daily Average",1495,1081,2067
"186","20001, Northwest Washington, Washington","263","1600 Tucker Road, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1574,1088,2276
"186","20001, Northwest Washington, Washington","264","4200 Wandering Court, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1410,1007,1972
"186","20001, Northwest Washington, Washington","265","1800 Metzerott Road, Adelphi","1/1/2018 - 1/31/2018, Every day, Daily Average",2166,1691,2772
"186","20001, Northwest Washington, Washington","266","3300 Gumwood Drive, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",2094,1672,2621
"186","20001, Northwest Washington, Washington","267","3900 Old Silver Hill Road, Suitland, Suitland-Silver Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1347,950,1908
"186","20001, Northwest Washington, Washington","268","6300 Rosecroft Drive, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1619,1176,2227
"186","20001, Northwest Washington, Washington","269","8300 Greensboro Drive, McLean","1/1/2018 - 1/31/2018, Every day, Daily Average",1788,1380,2316
"186","20001, Northwest Washington, Washington","270","5700 Mansfield Drive, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1753,1254,2449
"186","20001, Northwest Washington, Washington","271","4900 Essex Avenue, Chevy Chase","1/1/2018 - 1/31/2018, Every day, Daily Average",1762,1404,2209
"186","20001, Northwest Washington, Washington","272","9500 Elvis Lane, Lanham-Seabrook, Goddard","1/1/2018 - 1/31/2018, Every day, Daily Average",2034,1515,2729
"186","20001, Northwest Washington, Washington","273","6800 Asset Drive, Landover, 13, Kent, Prince George's County, Maryland, United States, 20785","1/1/2018 - 1/31/2018, Every day, Daily Average",1972,1472,2641
"186","20001, Northwest Washington, Washington","274","2500 Campus Way North, Bowie","1/1/2018 - 1/31/2018, Every day, Daily Average",1658,1190,2308
"186","20001, Northwest Washington, Washington","275","6200 Surrey Square Lane, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1643,1201,2247
"186","20001, Northwest Washington, Washington","276","6000 Kirby Road, Clinton","1/1/2018 - 1/31/2018, Every day, Daily Average",1843,1325,2561
"186","20001, Northwest Washington, Washington","277","4300 Brookview Terrace, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",2098,1594,2760
"186","20001, Northwest Washington, Washington","278","4100 31st Street, Mount Rainier","1/1/2018 - 1/31/2018, Every day, Daily Average",1433,1096,1873
"186","20001, Northwest Washington, Washington","279","8800 Colonel Seward Drive, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1537,1068,2210
"186","20001, Northwest Washington, Washington","280","5100 Cranmer Way, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1407,1008,1962
"186","20001, Northwest Washington, Washington","281","1600 Brightseat Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1726,1286,2315
"186","20001, Northwest Washington, Washington","282","6200 Springhill Court, Greenbelt","1/1/2018 - 1/31/2018, Every day, Daily Average",1801,1333,2433
"186","20001, Northwest Washington, Washington","283","5900 Cherrywood Lane, Greenbelt","1/1/2018 - 1/31/2018, Every day, Daily Average",1976,1486,2627
"186","20001, Northwest Washington, Washington","284","4700 Annapolis Road, Bladensburg","1/1/2018 - 1/31/2018, Every day, Daily Average",1463,1066,2007
"186","20001, Northwest Washington, Washington","285","8000 New Hampshire Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1873,1457,2406
"186","20001, Northwest Washington, Washington","286","2400 University Boulevard East, Adelphi","1/1/2018 - 1/31/2018, Every day, Daily Average",1959,1532,2503
"186","20001, Northwest Washington, Washington","287","8100 15th Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1985,1600,2461
"186","20001, Northwest Washington, Washington","288","4500 Harvest Road, Camp Springs","1/1/2018 - 1/31/2018, Every day, Daily Average",1708,1217,2395
"186","20001, Northwest Washington, Washington","289","1400 Farmingdale Avenue, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1424,1007,2011
"186","20001, Northwest Washington, Washington","290","6000 Sargent Road, Chillum","1/1/2018 - 1/31/2018, Every day, Daily Average",1648,1278,2124
"186","20001, Northwest Washington, Washington","291","5800 31st Place, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1768,1379,2266
"186","20001, Northwest Washington, Washington","292","8400 Carrollton Parkway, New Carrollton","1/1/2018 - 1/31/2018, Every day, Daily Average",1300,970,1741
"186","20001, Northwest Washington, Washington","293","Baltimore-Washington Parkway, 2, Bladensburg, Prince George's County, Maryland, United States, 20781","1/1/2018 - 1/31/2018, Every day, Daily Average",1116,780,1594
"186","20001, Northwest Washington, Washington","294","5600 64th Avenue, Riverdale, East Riverdale","1/1/2018 - 1/31/2018, Every day, Daily Average",1498,1067,2101
"186","20001, Northwest Washington, Washington","295","4000 Carozza Court, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1214,832,1769
"186","20001, Northwest Washington, Washington","296","1700 Ritchie Road, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1955,1486,2570
"186","20001, Northwest Washington, Washington","297","8200 Waterside Court, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1192,857,1656
"186","20001, Northwest Washington, Washington","298","6400 61st Place, Riverdale, East Riverdale","1/1/2018 - 1/31/2018, Every day, Daily Average",1535,1092,2156
"186","20001, Northwest Washington, Washington","299","2400 Rosecroft Court, Oxon Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1728,1271,2348
"186","20001, Northwest Washington, Washington","300","3800 Matthews Drive, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1784,1322,2406
"186","20001, Northwest Washington, Washington","301","4900 40th Place, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1771,1379,2273
"186","20001, Northwest Washington, Washington","302","Unnamed Road, College Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1938,1453,2584
"186","20001, Northwest Washington, Washington","303","100 Onondaga Drive, Oxon Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1072,764,1502
"186","20001, Northwest Washington, Washington","304","1800 South Club Drive, Landover, Greater Landover","1/1/2018 - 1/31/2018, Every day, Daily Average",1611,1169,2218
"186","20001, Northwest Washington, Washington","305","2800 Crest Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1155,816,1633
"186","20001, Northwest Washington, Washington","306","3800 Kearney Road, Brentwood","1/1/2018 - 1/31/2018, Every day, Daily Average",1410,1010,1967
"186","20001, Northwest Washington, Washington","307","4600 Greenline Court, Suitland, Camp Springs","1/1/2018 - 1/31/2018, Every day, Daily Average",1542,1107,2147
"186","20001, Northwest Washington, Washington","308","3500 Riviera Street, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1727,1268,2351
"186","20001, Northwest Washington, Washington","309","5800 Emack Avenue, Lanham-Seabrook, Lanham, Prince George's County, Maryland, United States, 20706, 4007","1/1/2018 - 1/31/2018, Every day, Daily Average",2031,1505,2740
"186","20001, Northwest Washington, Washington","310","3800 Forestville Road, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1811,1315,2493
"186","20001, Northwest Washington, Washington","311","1100 Valley Drive, College Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1960,1495,2568
"186","20001, Northwest Washington, Washington","312","4200 Suitland Road, Suitland-Silver Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1313,927,1858
"186","20001, Northwest Washington, Washington","313","3900 Livingston Street, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1614,1257,2070
"186","20001, Northwest Washington, Washington","314","4900 Abbott Drive, Marlow Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1841,1407,2408
"186","20001, Northwest Washington, Washington","315","2400 Brooks Drive, Suitland, Suitland-Silver Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1524,1101,2108
"186","20001, Northwest Washington, Washington","316","6200 20th Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1675,1305,2148
"186","20001, Northwest Washington, Washington","317","700 Somerset Place, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1527,1159,2010
"186","20001, Northwest Washington, Washington","318","6700 Red Top Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1623,1233,2135
"186","20001, Northwest Washington, Washington","319","1900 Laguna Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",2044,1610,2593
"186","20001, Northwest Washington, Washington","320","2000 Amherst Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1816,1434,2298
"186","20001, Northwest Washington, Washington","321","4200 Van Buren Street, University Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1909,1475,2469
"186","20001, Northwest Washington, Washington","322","4900 Nicholson Street, Riverdale, Riverdale Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1662,1271,2172
"186","20001, Northwest Washington, Washington","323","Cabiglas Street, Joint Base Andrews","1/1/2018 - 1/31/2018, Every day, Daily Average",1672,1223,2285
"186","20001, Northwest Washington, Washington","324","3100 Bolivia Court, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1939,1444,2603
"186","20001, Northwest Washington, Washington","325","8500 Pepco Place, Upper Marlboro","1/1/2018 - 1/31/2018, Every day, Daily Average",1718,1259,2343
"186","20001, Northwest Washington, Washington","326","4900 46th Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1556,1195,2024
"186","20001, Northwest Washington, Washington","327","1000 Stratwood Avenue, Oxon Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1402,978,2009
"186","20001, Northwest Washington, Washington","328","1700 Tucker Road, Fort Washington","1/1/2018 - 1/31/2018, Every day, Daily Average",1648,1141,2378
"186","20001, Northwest Washington, Washington","329","1300 Fenwood Avenue, Oxon Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1528,1111,2100
"186","20001, Northwest Washington, Washington","330","8600 Lancaster Drive, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",2069,1657,2582
"186","20001, Northwest Washington, Washington","331","2100 Jameson Street, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1616,1174,2224
"186","20001, Northwest Washington, Washington","332","Perrie Lane, Camp Springs","1/1/2018 - 1/31/2018, Every day, Daily Average",1634,1181,2258
"186","20001, Northwest Washington, Washington","333","2000 Hayden Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1435,1103,1866
"186","20001, Northwest Washington, Washington","334","5900 Fisher Road, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1592,1134,2234
"186","20001, Northwest Washington, Washington","335","1500 Southview Drive, Oxon Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1504,1104,2047
"186","20001, Northwest Washington, Washington","336","2700 Keating Street, Hillcrest Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1433,1017,2017
"186","20001, Northwest Washington, Washington","337","2500 Eliot Place, Temple Hills","1/1/2018 - 1/31/2018, Every day, Daily Average",1393,982,1974
"186","20001, Northwest Washington, Washington","338","3400 Randall Road, Suitland, Suitland-Silver Hill","1/1/2018 - 1/31/2018, Every day, Daily Average",1441,1033,2009
"186","20001, Northwest Washington, Washington","339","2700 Phelps Avenue, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1917,1425,2577
"186","20001, Northwest Washington, Washington","340","5900 Beech Avenue, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1678,1384,2033
"186","20001, Northwest Washington, Washington","341","8600 Irvington Avenue, Bradmoor, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",2143,1720,2669
"186","20001, Northwest Washington, Washington","342","6600 Halleck Street, District Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1707,1274,2286
"186","20001, Northwest Washington, Washington","343","3900 Billings Place, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1258,895,1768
"186","20001, Northwest Washington, Washington","344","5400 Moorland Lane, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1995,1637,2430
"186","20001, Northwest Washington, Washington","345","8800 Brierly Road, Chevy Chase","1/1/2018 - 1/31/2018, Every day, Daily Average",1980,1581,2479
"186","20001, Northwest Washington, Washington","346","7200 Millwood Court, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1983,1552,2532
"186","20001, Northwest Washington, Washington","347","7300 Brennon Lane, Chevy Chase","1/1/2018 - 1/31/2018, Every day, Daily Average",1952,1601,2378
"186","20001, Northwest Washington, Washington","348","6900 Ridgewood Avenue, Chevy Chase","1/1/2018 - 1/31/2018, Every day, Daily Average",1806,1447,2253
"186","20001, Northwest Washington, Washington","349","1000 Glacier Avenue, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1541,1147,2069
"186","20001, Northwest Washington, Washington","350","600 Larchmont Avenue, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1673,1294,2162
"186","20001, Northwest Washington, Washington","351","7000 Crail Drive, Bethesda","1/1/2018 - 1/31/2018, Every day, Daily Average",1502,1183,1905
"186","20001, Northwest Washington, Washington","352","5800 Folgate Court, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1755,1358,2267
"186","20001, Northwest Washington, Washington","353","7500 Wildwood Drive, Takoma Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1793,1358,2365
"186","20001, Northwest Washington, Washington","354","200 West Mill Avenue, Pepper Mill Village, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1872,1408,2488
"186","20001, Northwest Washington, Washington","355","900 Browning Avenue, Silver Spring","1/1/2018 - 1/31/2018, Every day, Daily Average",2062,1655,2567
"186","20001, Northwest Washington, Washington","356","0 Montgomery Avenue, Takoma Park","1/1/2018 - 1/31/2018, Every day, Daily Average",1814,1408,2336
"186","20001, Northwest Washington, Washington","357","5900 J Street, Fairmount Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1581,1134,2202
"186","20001, Northwest Washington, Washington","358","1000 Carrington Avenue, Capitol Heights","1/1/2018 - 1/31/2018, Every day, Daily Average",1870,1377,2539
"186","20001, Northwest Washington, Washington","359","2400 Pinebrook Avenue, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1503,1078,2093
"186","20001, Northwest Washington, Washington","360","7700 Burnside Road, Hyattsville","1/1/2018 - 1/31/2018, Every day, Daily Average",1846,1351,2522
